id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,Carb O Naria 0-0-0.3,1,0,visible,,<p>CARBONARIA  <li>SUGAR & CARBOHYDRATE SUPPLEMENT  <li>INCREASE FLAVOR & ESSENTIAL OIL PRODUCTION  <li>VEG & FLOWER BOOSTER  <p>Give your garden a dose of natural sugars derived  from the ripest environments for cultivation.   <p>Increase flavor and oil production when applied  to any current feeding system.  <p>New Millenium Nutrients is a complete nutrition regiment for hobby and large scale operations.  <p>New Millenium Nutrients is dedicated to perfecting performance plant food.,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,Nutrients & Supplements > New Millenium,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/carbonaria.jpg,,,,,,,,,
,,,CARBONARIA 0-0-.03  Qt. (12/cs),1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,26.6,26.6,100,Nutrients & Supplements > New Millenium,,,,,,,,,,,,,,,,
,,,CARB O NARIA 0-0-0.3 Gall.(4/cs),1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,72,72,100,Nutrients & Supplements > New Millenium,,,,,,,,,,,,,,,,
,,,"Carb O Naria 0-0-0.3 , 2.5 Gall",1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,170,170,100,Nutrients & Supplements > New Millenium,,,,,,,,,,,,,,,,
,,,"Carb O Naria 0-0-0.3 , 5 Gall",1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,318,318,1000,Nutrients & Supplements > New Millenium,,,,,,,,,,,,,,,,
,,,CBD Salve for Muscles and Joints (100mg CBD),1,0,visible,,"<p>What is Made by Hemp: CBD Salve for Muscles and Joints?  <li>This CBD salve from Made by Hemp is a terrific, non-psychoactive salve created specifically for joint and muscle pain.  <li>Formulated to naturally target your aching muscles and joints, the salve is made from a proprietary blend of hemp, lavender oil, peppermint oil, beeswax, and other organic ingredients.   <p>And the CBD content has been doubled, from 50 mg to 100 mg per each 2 oz tin.  <p>How to use Made by Hemp: CBD Salve for Muscles and Joints?  Starting with a small amount, gently apply the CBD salve for muscles and joints into the problem area.   <p>Rub the salve in smooth and soothing circular motions.  <p>The salve is non-psychoactive, so you can safely increase the amount used to address particularly painful muscles and joints.",,,taxable,standard,1,notify,1,0.5,12,12,12,0,Thank you for your purchase!,56,56,100,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/cbd-salve-600x600.jpg,,,,,,,,,
,,,CBD Salve for Muscles and Joints (100mg CBD),1,0,visible,,,,,taxable,standard,1,notify,1,0.5,0,0,0,0,Thank you for your purchase!,56,56,1000,HEMP CBD,,,,,,,,,,,,,,,,
,,,Cannabis Patch with CBD (10mg CBD),1,0,visible,,"<p>Transdermal CBD Patches are 2Ã—2 squares containing 10mg of Hemp Oil extract.  <li>The patch is a great alternative to other topical CBD treatments, as it offers a controlled and targeted release of CBD to a particular problem area of your body.   <p>Simply place the patch where you feel the ache or pain and experience 8 â€“ 12 hours of relief as the calming CBD is released gradually into your body.  <p>This is a convenient and discreet way of using CBD to combat pain; perfect for those with a busy lifestyle.  <p>By working with a team of physicians, chemists, botanists, and nutritionists, and created an incredible selection of wellness products, all enriched with Cannabidiol and other important plant nutrients.    <p>The hemp oil used in this patch  has been extracted from 100% organic industrial hemp cannabis plants, grown in Colorado. Each plant is carefully selected for optimal hemp oil levels, producing the highest quality hemp oil available in the United States today.  <li>Why Customers Love It  <li>Third-party lab tested  <li>Latex-free  <li>The hypoallergenic foam backer makes it unlikely to cause an allergic reaction  Uses a pharmaceutical grade adhesive",,,taxable,standard,1,notify,1,0.4,12,12,12,0,Thank you for your purchase!,12,12,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/patch with name 10 mg.jpg,,,,,,,,,
,,,Cannabis Patch with CBD (10mg CBD),1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,12,12,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,CBD ISOLATE /Water soluable 99.9%,1,0,visible,,"<p>About CBD Isolate:  <li>96%-99.9% pure cannabidiol (CBD) in crystalline form /water souable  <li> 1 grams pure cannabidiol (CBD) from hemp  <li>Industrial hemp-derived  <li>Non-synthetic/natural  <li>Organically grown hemp  <p>Every batch is 3rd party lab tested for:  <li>Cannabinoid potency  <li>Solvents  <li>Heavy metals  <li>Pesticides  <li>Smell/taste â€“ Odorless/flavorless  <li>Appearance â€“ White/clear crystals  <p>The Extraction Process:  <p>The main steps â€“ organically grown hemp is extracted with an ethanol extraction system. It is then winterized to remove fats. Next, multiple rounds of rotary evaporation are used to remove plant material and other unnecessary components. The extract is then decarboxylated and transformed into a crystalline structure with a proprietary post-processing technique.   <p>The last steps are to get the extract tested by third-party laboratories, package it and get it ready for shipment!",,,taxable,standard,1,notify,1,0.2,12,12,12,0,Thank you for your purchase!,39.95,39.95,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Isolate-1g_1-570x708.jpg,,,,,,,,,
,,,CBD ISOLATE /Water soluable 99.9%,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,39.95,39.95,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,Face Serum 1oz 100mg CBD,1,0,visible,,"<p>Use the Abinoid Botanicals Face Serum for a natural, healthy glow. <li>Powered by hemp oil and blue chamomile, this CBD face serum moisturizes and protects the skin.    <p>The blend of 20+ plant extracts contains nutrients essential for the skin, including vitamins, minerals, proteins, and fatty acids.   <p>These ingredients are beneficial on their own; together, they work synergistically to create a powerful product that your skin will adore.  <p>This all-natural CBD face serum is formulated by hand with ingredients chosen for their prominence in modern and ancient times. It is an oil-based, lightweight serum that absorbs deep into the skin for a healthy radiance at any age.   <li>Formulated for all skin types",,,taxable,standard,1,notify,1,0.5,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Abinoid-Botanicals-Face-Serum-1oz-G-570x708.jpg,,,,,,,,,
,,,Face Serum 1oz 100mg CBD,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,34.99,34.99,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,GreenGro Earthshine 5 lb BIO CHAR,1,0,visible,,"<p>GreenGroâ„¢ Earthshine Biochar Blend is a fast, easy way to boost the performances of new soil, reuse your old soil, and improve effectiveness of compost teas and mycorrhizae products. This amazing product will save any gardener money by reducing soil costs, improving fertilizer use, and reducing water use over the gardening season. Biochar is well known for its abilities to dramatically increase soil carbon levels which directly contribute to healthy thriving soil.",,,taxable,standard,1,notify,1,5,12,12,12,0,Thank you for your purchase!,36.99,36.99,100,Growing Medium,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/pg16_000755 (1).jpg,,,,,,,,,Sun System
,,,GreenGro Earthshine 5 lb BIO CHAR,1,0,visible,,,,,taxable,standard,1,notify,1,5,0,0,0,0,Thank you for your purchase!,36.99,36.99,100,Growing Medium,,,,,,,,,,,,,,,,Sun System
,,,GreenGro BIO CHAR Flower Finisher 5 lb,1,0,visible,,"<p>GreenGroâ„¢ BIO CHAR   <p>Flower Finisher is intended for use in the final stage of Blooming. Building upon our Nature's Pride Bloom, Flower Finisher is formulated for the unique needs of a plant during the final four weeks of flower development. Combined with our Natureâ€™s Pride base, our Flower Finisher combines micronized amendments with natural trace minerals, rare earth metals and phosphorous solubilizing bacteria.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,197,197,0,Growing Medium,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/flower finish bio char.jpg,,,,,,,,,Sun System
,,,GreenGroâ„¢ BIO CHAR  Floer Finisher 5 lb.,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,106,106,100,Growing Medium,,,,,,,,,,,,,,,,Sun System
,,,Eyeâ„¢ Hortilux SE 600 Grow Light System 120/240 Volt,1,0,visible,,<p>The SE 600 grow light system is designed to maximize the performance of 600 watt EYE HORTILUX grow lamps.   <p>This system focuses 20% more of the light to the target area than our nearest competitor to enhance the performance of the lamp and maximize plant quality and yield.   <p>The SE 600 reflector was designed around 600W lamps to create a consistent and uniform distribution of light.   <p><br>The Ceramic HPS produces a white light and has a much broader spectrum with an abundance of red spectral energy. The spectral energy of Ceramic HPS is unmatched in the Horticulture market and is only possible through the exclusive EYE HORTILUX chemistry.   <p>Benefits Ceramic HPS enhances essential oil production and produces plants with minimal stretching.   <p>Ceramic HPS produces vibrant colorful plants which stay strong and healthy throughout the flowering stage. The Ceramic HPS is a strong Start-to-Finish grow light as well and produces healthy vegetative plants ready for transition to stronger light sources.,,,taxable,standard,1,notify,1,30,12,12,12,0,Thank you for your purchase!,499,499,0,Grow Lights Ballast > 315 CMH Electronic Ballast,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/CHPS-System-Spectrum-Box-558x1024.jpg,,,,,,,,,Eye Lighting
,,,Eyeâ„¢ Hortilux SE 600 Grow Light System 120/240 Volt,1,0,visible,,,,,taxable,standard,1,notify,1,30,0,0,0,0,Thank you for your purchase!,499,499,100,Grow Lights Ballast > 315 CMH Electronic Ballast,,,,,,,,,,,,,,,,Eye Lighting
,,,Eyeâ„¢ Hortilux SE 600 Grow Light System 120/240 Volt,1,0,visible,,<p>The SE 600 grow light system is designed to maximize the performance of 600 watt EYE HORTILUX grow lamps.   <p>This system focuses 20% more of the light to the target area than our nearest competitor to enhance the performance of the lamp and maximize plant quality and yield.   <p>The SE 600 reflector was designed around 600W lamps to create a consistent and uniform distribution of light.   <p>The Ceramic HPS produces a white light and has a much broader spectrum with an abundance of red spectral energy. The spectral energy of Ceramic HPS is unmatched in the Horticulture market and is only possible through the exclusive EYE HORTILUX chemistry.   <p>Benefits Ceramic HPS enhances essential oil production and produces plants with minimal stretching. Ceramic HPS produces vibrant colorful plants which stay strong and healthy throughout the flowering stage.  <p> The Ceramic HPS is a strong Start-to-Finish grow light as well and produces healthy vegetative plants ready for transition to stronger light sources.,,,taxable,standard,1,notify,1,30,12,12,12,0,Thank you for your purchase!,469.99,469.99,100,Grow Lights Ballast > Electronic Ballast,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/CHPS-System-Spectrum-Box-558x1024.jpg,,,,,,,,,Eye Lighting
,,,Eyeâ„¢ Hortilux SE 600 Grow Light System 120/240 Volt,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,459.99,459.99,100,Grow Lights Ballast > Electronic Ballast,,,,,,,,,,,,,,,,Eye Lighting
,,,Eyeâ„¢ Hortilux CMH 315 Grow Light System 120/240 Volt,1,0,visible,,"The new Eyeâ„¢ Hortilux CMH 315 Grow Light System takes the next step for grow light systems. The short, compact reflector design maximizes light with 8% more light hitting the canopy and 30% more uniform light than the competition.",,,taxable,standard,1,notify,1,30,12,12,12,0,Thank you for your purchase!,519,519,0,Grow Lights Ballast > 315 CMH Electronic Ballast,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/315 hortiluxsystem.jpg,,,,,,,,,Eye Lighting
,,,Hortilux CMH 315 Grow Light System 120/240 Volt,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,0,0,100,Grow Lights Ballast > 315 CMH Electronic Ballast,,,,,,,,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® Ceramic HPS 600 Watt Lamp,1,0,visible,,<p>A typical HPS light produces an orange light with a narrow spectral distribution.   <li>The Ceramic HPS produces a white light and has a much broader spectrum with an abundance of red spectral energy.  <p> The spectral energy of Ceramic HPS is unmatched in the Horticulture market and is only possible through the exclusive Eye HortiluxÂ® chemistry.   <li>Ceramic HPS enhances essential oil production and produces plants with minimal stretching. Ceramic HPS produces vibrant colorful plants which stay strong and healthy throughout the flowering stage.  <li> The Ceramic HPS is a strong Start-to-Finish grow light as well and produces healthy vegetative plants ready for transition to stronger light sources.,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,139,139,0,Grow Lights Ballast > Bulbs > Hortilux,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/CLU600.jpg,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® Ceramic HPS 600 Watt Lamp,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,139,139,100,Grow Lights Ballast > Bulbs > Hortilux,,,,,,,,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® CMH 315 Lamp,1,0,visible,,"<p>The Eye HortiluxÂ® CMH 315 grow lamp was designed specifically for horticulture.   <p>Most ceramic metal halide lamps were designed for use in the retail space, so the UV light was blocked.   <p>HortiluxÂ® uses a glass that allows the UV light to pass through benefiting plant growth. The exclusive Eye HortiluxÂ® CMH spectrum provides 50% more Ultra Violet (UV) than the competitive lamps available today.   <li>This results in better overall plant growth and higher yields.  <li> Traditionally, Ceramic Metal Halide lamps were not designed for horticulture applications. They were designed to block UV when lighting products in retail stores.   <li>The Eye HortiluxÂ® CMH 315 Grow Lamp was engineered to allow safe amounts of UV to pass through the glass and better imitate a plantâ€™s exposure to natural sunlight",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,99,99,0,Grow Lights Ballast > Bulbs > Hortilux,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/315 family gfroup.jpg,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® CMH 315 Lamp,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,99,99,100,Grow Lights Ballast > Bulbs > Hortilux,,,,,,,,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® CMH 315 Lamp,1,0,visible,,"<p>The Eye HortiluxÂ® CMH 315 grow lamp was designed specifically for horticulture.   <p>Most ceramic metal halide lamps were designed for use in the retail space, so the UV light was blocked.   <i>HortiluxÂ® uses a glass that allows the UV light to pass through benefiting plant growth. <p>The exclusive Eye HortiluxÂ® CMH spectrum provides 50% more Ultra Violet (UV) than the competitive lamps available today.   <li>This results in better overall plant growth and higher yields. Traditionally, Ceramic Metal Halide lamps were not designed for horticulture applications.   <p>They were designed to block UV when lighting products in retail stores.   <li>The Eye HortiluxÂ® CMH 315 Grow Lamp was engineered to allow safe amounts of UV to pass through the glass and better imitate a plantâ€™s exposure to natural sunlight.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,99,99,0,Grow Lights Ballast,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/901999-02-1.jpg,,,,,,,,,Eye Lighting
,,,Eye HortiluxÂ® CMH 315 Lamp,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,99,99,100,Grow Lights Ballast,,,,,,,,,,,,,,,,Eye Lighting
,,,Nutrilife SM-90,1,0,visible,,"<p> Nutrilife SM-90  Prepared from natural plant oils, Nutrilife SM-90 may be used as a wetting agent in both field and hydroponic applications. Encourages new root growth and can be applied as a foliar spray or directly in reservoirs with nutrient solutions. 100% bio-degradable and non-toxic to humans, animals and plants.  Benefits:  <li>Improves spray coverage in soil and on plants  <li>Lengthens contact and control of sprays  <li>Increases the speed of moisture penetration in soils and growing media  <li> Reduces surface tension of spray nozzles and irrigation systems  <li>Prepared from natural plant oils,",,,taxable,standard,1,notify,1,15,12,12,12,0,Thank you for your purchase!,0,0,0,Nutrients & Supplements > Nutrilife SM-90,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/sm-90.jpg,,,,,,,,,
,,,Nutrilife SM-90-4liter,1,0,visible,,,,,taxable,standard,1,notify,1,20,0,0,0,0,Thank you for your purchase!,84.95,84.95,100,Nutrients & Supplements,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/,,,,,,,,,
