ID,Title,Content,Excerpt,Date,"Post Type",Permalink
14994,"LED Black Starr chrome FSF(6-spot 270 Watt)","<p>Manufacturered since 2008<p>  <p> The Blackstar Series are the best selling LED grow light in the world. <p>  <li>Over the years 6 different variations have evolved, improving power, growing capability and reliability.  <li> The current 2013 v6.0 use all aluminum surface mount boards which increase reliability by a factor of 5.<li>  <li> Released in July 2012, the Chrome series of LED grow lights represents the most lumens per watt of any LED currently in production.<li>  <li> Commercial growers using the larger chrome models are yielding comparable weights to traditional HID lighting and increased essential oil production.  <li> The Chrome series uses a patented lens technology using 5 different beam angles for maximum canopy penetration.<li>   <p>  <p>Product Description<p>  <li>Specifications<li>   <li> Size: 15"" L x 11"" W x 3""H<li>   <li> Coverage Area: 2' x 3' (@ 18”), 2.5' x 3.75' (@24”), 3' x 4.5' (@ 36”)<li>   <li> LED Chipset: 3w High Output – 60mil<li>   <li> Number of LED's: 90<li>   <li> Red/IR: 680nm, 660nm, 630nm<li>   <li> White: 12000k<li>   <li>Blue/UV: 425nm, 460nm<li>   <li> Worldwide Voltage: 100v-240v<li>   <li> Modular Power Supply (Available in US, UK, EU, AU)<li>    <li> Daisy Chain Ready (Link up to 4 Chrome 270's using 1 power cord)<li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-black-starr-chrome-fsf6-spot-270-watt/
14995,"LED Chrome FSF (4 Spot 180 Watt)","<p>Manufacturered since 2008, <p>  <p>The Blackstar Series are the best selling LED grow light in the world.<P>  <li> Over the years 6 different variations have evolved, improving power, growing capability and reliability<li>  <li> The current 2013 v6.0 use all aluminum surface mount boards which increase reliability by a factor of 5.<li>  <p> Released in July 2012, the Chrome series of LED grow lights represents the most lumens per watt of any LED currently in production.<p>  <p> Commercial growers using the larger chrome models are yielding comprable weights to traditional HID lighting and increased essential oil production.<p>  <li> The Chrome series uses a patented lens technology using 5 different beam angles for maximum canopy penetration<li>  <p>Specifications<p>    <li>Size: 15.75"" x 8.375""<li>    <li>Coverage Area: 3' x 2' (6 Square Feet)<li>    <li>LED Chipset: 3W<li>    <li>Number of LED's: 60<li>    <li>Rated Hours: 40,000<li>    <li>Bands: 6 Band<li>    <li>Red: 630, 660nm<li>    <li>Blue: 425nm<li>    <li>Infrared: 730nm<li>    <li>Ultraviolet: 380nm<li>    <li>White: 12000k<li>    <li>Worldwide Voltage: 90v-240v<li>    <li>Modular Power Cord (Available in US, UK, EU, AU)<li>    Warranty: 3 Year Limited",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-chrome-fsf-4-spot-180-watt/
14996,"LED Chrome FSF (4 Spot 180 Watt)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-chrome-fsf-4-spot-180-watt-2/
14998,"NanoLux Cube dimmable Electronic Ballast","NANOLUX Dimmable Cube  1000Watt, 600Watt, and 400Watt  <li>  Dimensions of 130mm 3  <li>  weight-in at only 3.85 pounds  <li>  Runs ultra Cool and Efficient with it`s patented design  <li>  Dimming function(100%,75%,50% power).   <li>  allowing for less intense power draw when starting multiple ballast.  <li>  120V. or 240V  <li>  LED lights to show the operating settings",,"September 3, 2019",product,http://hmoonhydroponics.com/product/nanolux-cube-dimmable-electronic-ballast/
14999,"NanoLux Cube 1000 Watt Dimmable",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/nanolux-cube-1000-watt-dimmable/
15001,"NanoLux Cube 600 Watt Dimmable",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/nanolux-cube-600-watt-dimmable/
15002,"Chrome FSF 6 Spot 270Watt",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/chrome-fsf-6-spot-270watt/
15003,"Hortilux Platinum Series - Electronic Ballast & Lamp Kit","<p>Hortilux Platinum Series - Electronic Ballast & Lamp Kit<p>  <li>Engineered by experts in Lamp-Ballast compatibility to optimize Eye Hortilux lamps.  <li>Years of research & development has resulted in a product that actually works and consistently operates Metal Halide & High Pressure Sodium lamps.  <li>Clean Cool technology channels airflow to reduce dirt & dust accumulation on critical electronic components.  <li>120 hertz, low frequency square wave form.  <li>Flicker-free steady state operation. Superior performing design - made in Japan.  <li>120/240 dual voltage capability. Pre-wired with Sun System® receptacle.  <li>Includes 120 volt power cord.  <li>Generator ready.  <li>Extended ground contact in lamp plug for maximum safety.  <li>5 year warranty.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-platinum-series-electronic-ballast-lamp-kit/
15004,"Hortilux Platinum Series - Electronic Ballast 1000W  & Lamp Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-platinum-series-electronic-ballast-1000w-lamp-kit/
15006,"Hortilux Super HPS - High Pressure Sodium Lamps","Hortilux Super HPS - High Pressure Sodium Lamps  <p>  <li>Provides 25% more energy in violet, blue and green spectrum than standard High Pressure Sodium.  <li>The combination of Super HPS and the Metal Ace conversion lamp provides the optimum spectral energy levels through all stages of plant growth.  <p>  <li>EN designation means environmentally friendly in that the lamp pass   <li>EPA, TCLP test criteria as non-hazardous waste.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-super-hps-high-pressure-sodium-lamps/
15007,"Hortilux LU1000B/HTL/EN (6/Cs)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-lu1000b-htl-en-6-cs/
15009,"Hortilux LU600 Watt/HTL/EN HPS",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-lu600-watt-htl-en-hps/
15010,"Hortilux LU400 Watt/HTL/EN",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-lu400-watt-htl-en/
15011,"Hortilux-Blue Daylight Metal Halide Lamps","Hortilux-Blue Daylight Metal Halide Lamps  <p>    <li>Totaly Revolutionizes lighting for plant growth!  <li>An Exclusive Iwasaki (EYE) chemistry provides levels of red, blue and green spectral energy to optimize plant growth and yield.  <li>Special Design to provide a fully balanced light spectrum that replicates natural sunlight.  <li>Used professionally in plant physiological research, and biotechnology/pharmacology industries.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-blue-daylight-metal-halide-lamps/
15012,"Hortilux- 1000 W Blue Daylight Metal Halide",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-1000-w-blue-daylight-metal-halide/
15014,"Hortilux Blue MH Lamp - 600 Watt(",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-blue-mh-lamp-600-watt/
15015,"Hortilux Dual Arc - HPS & MH Combo Lamp","<p>Hortilux Dual Arc - HPS & MH Combo Lamp<p>    <li>The Eye Super Blue lamp features the extraordinary power of Super HPS and the balanced spectrum of Hortilux Blue in one bulb!<li>  <li>The benefits of Metal Halide and High Pressure Sodium together: vigorous growth, accelerated development, and hearty flowering!<li>  <li>The lamp’s unmatched energy spectrum provides the optimum light for plant growth through the entire growth cycle. <li>  <li>Exclusive Iwasaki chemistry and global lighting technology combines to deliver 110,000 initial lumens.<li>  <li>The LU1000MH/HTL/EN lamp is in an E25 jacket, which will conveniently fit in all 1000-Watt fixtures.<li>  <li>This lamp operates on standard ANSI S52 ballast, for use on 1000-Watt High Pressure Sodium systems.<li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-dual-arc-hps-mh-combo-lamp/
15016,"Hortilux Dual Arc - HPS & MH Combo Lamp",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hortilux-dual-arc-hps-mh-combo-lamp-2/
15018,"PK APATITE Qt.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/pk-apatite-qt/
15020,"PK APATITE Gal",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/pk-apatite-gal/
15021,"PK APATITE 2.5 Gal.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/pk-apatite-2-5-gal/
15022,"PK APATITE","<p>PK APATITE<p>  <p>  <li>The alter-ego counterpart to Lightning Start!<li>    <li>PK APATITE is the version designed exclusively for flower development.<li>  <li>PK APATITE was designed as a specialty fertilizer booster to promote heavier flower sets and a thicker canopy.<li>  <li>This dynamic combination of rare earth elements and micro nutrients, Boron in particular, accentuates female flowering development by forcing the bloom itself to growing bigger. . .",,"September 3, 2019",product,http://hmoonhydroponics.com/product/pk-apatite/
15023,"5 Gallon Electric Washing Machine w/220 micro bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/5-gallon-electric-washing-machine-w-220-micro-bag/
15025,"Small 5 gallon Replacement Bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/small-5-gallon-replacement-bag/
15026,BOLDTBAGS,"<p>Shop Boldtbags  <li>Boldtbags are made with utility patented rivet reinforcement, FDA compliant resins and are better because they are bolted.   <li>The reinforced construction makes Boldtbags extremely strong and ensures that these filter bags won’t burst.  <li>The grommets are durable marine grade, nickel-plated brass and will not rust.   <li>Boldtbags are proudly made in Humboldt County in Northern California and come with a 2 year complete factory warranty.   <p>Boldtbags 5, 20 and 32 gallon kits come with a pressing filter.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/boldtbags/
15027,"5 gallon /3 Bag Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/5-gallon-3-bag-kit/
15029,"20 Gallon/ 4 Bag Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/20-gallon-4-bag-kit/
15030,"6""NORDOR Order Pucks",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/6nordor-order-pucks/
15031,"6""NORDOR Order Pucks",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/6nordor-order-pucks-2/
15033,"8"" Nodor Order Pucks","<p>NodorPucks 8""<p.  <ii> NodorPucks allow air to travel with maximum airflow. You will be able to place this product directly in an out flow air duct and get immediate results.   <li>They come in a vacuum sealed, 3 part protection system  <li>The NodorPuck provides air scrubbing with maximum airflow. <li>Simply place the NodorPucks directly into your output ventilation for unbelievable air scrubbing  <p>NodorPucks  <li>1 part Charcoal  <li>1 part GrowRite Mineral  <li>1 part Charcoal  <li>Charcoal and Growrite Minerals  <li>100% Odor Elimination",,"September 3, 2019",product,http://hmoonhydroponics.com/product/8-nodor-order-pucks/
15034,"8"" NodorPucks",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/8-nodorpucks/
15036,"Black & White Panda Film (poly)","<p>Black & White Panda Film (Poly)<p>  <li>100% light proff <li>  <li>Reflects 90% of the Light<li>   <li>100 ft. X 10 ft.<li>  <li>50 ft. X 10 ft.<li>  <li>25 ft. X 10 ft.<li>  <p>5.5 mill<p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/black-white-panda-film-poly/
15037,"Diamond Silver White Film",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/diamond-silver-white-film/
15038,"25 ft. Diamond Silver White Film",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/25-ft-diamond-silver-white-film/
15040,"50 ft. Diamond Silver White Film",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/50-ft-diamond-silver-white-film/
15041,"100 ft. Diamond Silver White Film",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/100-ft-diamond-silver-white-film/
15042,"25 ft.Black & White Panda Film (poly)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/25-ft-black-white-panda-film-poly/
15044,"50 ft. Black & White Panda Film (poly)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/50-ft-black-white-panda-film-poly/
15045,"100 ft. Black & White Panda Film (poly)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/100-ft-black-white-panda-film-poly/
15046,"IMPULSE 1000 Watt double ended lamp","This high performing IMPULSE lamp  <p>  <li>The best choice for the BadBoy Remote ballast with the SUPER BOOST option! Specifically designed for high frequency electronic ballasts like the Gavita 1000w HPS Pro series (or any 1000w HPS double ended fixture).  <p>  <li>Great lumen output for high PAR values. Robust plants through high blue light output.  <li>High Red/Blue light ratio for healthy plant growth.   <li.Economic (long average life, high lumen output, low energy consumption).   <li>Tubular low profile design for compact fixtures.  <li>For horizontal burning only.   <li>The jacket of this double ended lamp is made from quartz glass.  <li>Do not handle with bare hands.  <li>Oil from your hands can damage the lamp.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/impulse-1000-watt-double-ended-lamp/
15048,"IMPULSE 1000 Watt double ended lamp","This high performing IMPULSE lamp  <p>  <li>The best choice for the BadBoy Remote ballast with the SUPER BOOST option!   <li>Specifically designed for high frequency electronic ballasts like the Gavita 1000w HPS Pro series (or any 1000w HPS double ended fixture).  <li>Great lumen output for high PAR values.  <li> Robust plants through high blue light output.  <li>High Red/Blue light ratio for healthy plant growth.   <li>Economic (long average life, high lumen output, low energy consumption).   <li>Tubular low profile design for compact fixtures.  For horizontal burning only.   <li>The jacket of this double ended lamp is made from quartz glass.  <li>Do not handle with bare hands.  <li>Oil from your hands can damage the lamp.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/impulse-1000-watt-double-ended-lamp-2/
15049,"IMPULSE 1000 Watt double ended lamp","This high performing IMPULSE lamp
<ul>
 	<li>The best choice for the BadBoy Remote ballast with the SUPER BOOST option!</li>
 	<li>Specifically designed for high frequency electronic ballasts like the Gavita 1000w HPS Pro series (or any 1000w HPS double ended fixture).</li>
 	<li>Great lumen output for high PAR values. High Red/Blue light ratio for healthy plant growth.</li>
 	<li>Economic (long average life, high lumen output, low energy consumption).</li>
 	<li>Tubular low profile design for compact fixtures.</li>
 	<li>For horizontal burning only. The jacket of this double ended lamp is made from quartz glass. Do not handle with bare hands. Oil from your hands can damage the lamp.</li>
</ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/impulse-1000-watt-double-ended-lamp-3/
15050,"TAC6"" & TAC8"" cool tube w/ Aluminum Reflector","<p>TAC6-6"" & TAC-8"" Cool Tube w/ Aluminum Reflector    <p>HERE’S GREAT WAY TO UNLOCK THE MAXIMUM POTENTIAL OF HIGH-INTENSITY LIGHING IN YOUR GROW ROOM TODAY WITH BROADER LIGHT SPREAD!    <li>Most Popular 6” Reflector on The Market!   <li>Combine all advantages of the cool tube and air cool hood in our TAC6 Fully adhered vents with tempered glass 6” or 8"" cool tube assure 100% heat isolate and air cooling.  <li>99% Aluminum reflector design  <li>Air cooled hood providing professional and broader light spread  allows a closer placement above plants.  <p>  What you’ll find is that the TAC6 & TAC8 shades are absolutely the most durable, most easy-to-use, and most effective lighting shades you’ll ever experience.  <li>pre-wired lamp socket and 15ft cable  <li>UL listed electric parts.  <li>“V” hangers included.  Size: TAC6-30” x 25 1/5” x 7” TAC8-31"" X 31.5"" X 9.8""",,"September 3, 2019",product,http://hmoonhydroponics.com/product/tac6-tac8-cool-tube-w-aluminum-reflector/
