Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
d-t-e-liquid-fish-kelp,D.T.E.Liquid Fish & Kelp,"D.T.E.Liquid Fish & Kelp by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,Quart,,,,,3316,0,shopify,1,deny,manual,18.99,,TRUE,TRUE,0714360132416,https://hmoonhydro.com/wp-content/uploads/2019/08/x25mg-liquid-caps-600x600.png.pagespeed.ic_.PKobCB4sTa-1200x1200.png,,D.T.E.Liquid Fish & Kelp,FALSE,D.T.E.Liquid Fish & Kelp,,lb,7.00,active
d-t-e-starter-mix-3-3-3,D.T.E.Starter Mix 3-3-3,"D.T.E.Starter Mix 3-3-3 by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,5 lb,,,,,3587,0,shopify,5,deny,manual,17.84,,TRUE,TRUE,0714360078363,https://hmoonhydro.com/wp-content/uploads/2025/03/Starter-Kit-scaled-600x800jpgmicobio-meter-200x267.jpg.webp,,D.T.E.Starter Mix 3-3-3,FALSE,D.T.E.Starter Mix 3-3-3,,lb,11.00,active
d-t-earth-bone-meal-3-15-0-50,D.T.Earth Bone Meal 3-15-0 50,"<p>Down To Earth™ Bone Meal 3 - 15 - 0 A wonderful source of Phosphorus and Calcium for flowering plants, trees and ornamentals, Bone Meal is recognized as the ideal organic fertilizer when planting bulbs to promote strong root development and enhance early season growth. <p>One of the indispensable soil amendments all organic gardeners should have on hand.",Hawthorne Hydoponics LLC,,nutrients,"nutrients, nutrients, brand:Hawthorne Hydoponics LLC",TRUE,Size,1 lb,,,,,3527,0,shopify,0,continue,manual,17.03,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8bd23346__bone-meal.jpg?v=1766351385,1,D.T.Earth Bone Meal 3-15-0 50,FALSE,D.T.Earth Bone Meal 3-15-0 50,"Down To Earth™ Bone Meal 3 - 15 - 0 A wonderful source of Phosphorus and Calcium for flowering plants, trees and ornamentals, Bone Meal is recognized as the ide",lb,,active
d-t-earth-bone-meal-3-15-0-50,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/aa39b0f9__fish-bone-meal.jpg?v=1766351388,2,D.T.Earth Bone Meal 3-15-0 50,,,,,,
d-t-earth-bonemeal3-15-06lb,D.T.Earth BoneMeal3-15-06lb,"D.T.Earth BoneMeal3-15-06lb by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,25 lb,,,,,2968,0,shopify,1,deny,manual,42.95,,TRUE,TRUE,0714360024018,https://hmoonhydro.com/wp-content/uploads/2019/08/bone-meal.jpg,1,D.T.Earth BoneMeal3-15-06lb,FALSE,D.T.Earth BoneMeal3-15-06lb,,lb,28.76,active
d-t-earth-bonemeal3-15-06lb,,,,,,,TRUE,Size,6 pound,,,,,2967,0,shopify,0,deny,manual,13.95,,TRUE,TRUE,0714360078080,,,,FALSE,,,lb,7.59,active
d-t-earth-vegan-mix-3-2-2-6lb,D.T.Earth Vegan Mix 3-2-2 6lb,"<p>Down To Earth™ Vegan Mix 3 - 2 - 2 <p>The indispensable all purpose fertilizer blended specially for vegan gardeners. Free of any animal products or by-products, Vegan Mix is formulated with plant derived essential nutrients and natural mineral elements plus humic acids. Its slow release formula is designed to continually nourish your vegetables, flowers and herbs while stimulating and building soil health.",,,nutrients,nutrients,TRUE,,,,,,,2969,0,shopify,0,continue,manual,35.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/vergan-meal-mix.jpg,,D.T.Earth Vegan Mix 3-2-2 6lb,FALSE,D.T.Earth Vegan Mix 3-2-2 6lb,"Down To Earth™ Vegan Mix 3 - 2 - 2 The indispensable all purpose fertilizer blended specially for vegan gardeners. Free of any animal products or by-products, V",lb,,active
d-t-ebat-guano-0-7-0-25,D.T.EBat Guano 0 - 7 - 0\ 25,"D.T.EBat Guano 0 - 7 - 0\ 25 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,1 lb,,,,,2906,0,shopify,0,deny,manual,46.95,,TRUE,TRUE,0714360020706,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/fc055205__bat-guano-nitrogen-high.jpg?v=1766351244,1,D.T.EBat Guano 0 - 7 - 0\ 25,FALSE,D.T.EBat Guano 0 - 7 - 0\ 25,,lb,31.33,active
d-t-ebat-guano-0-7-0-25,,,,,,,TRUE,Size,5 lb,,,,,2836,0,shopify,8,deny,manual,13.95,,TRUE,TRUE,0714360078325,,,,FALSE,,,lb,7.80,active
d-t-ebat-guano-0-7-0-25,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c44d567c__bat-guano-phosop-high.jpg?v=1766351246,2,D.T.EBat Guano 0 - 7 - 0\ 25,,,,,,
d-t-ebat-guano-0-7-0-25,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1941f858__guano_bags.jpg?v=1766351249,3,D.T.EBat Guano 0 - 7 - 0\ 25,,,,,,
d-t-ebat-guano-0-7-0-50,D.T.EBat Guano 0 - 7 - 0\ 50,"D.T.EBat Guano 0 - 7 - 0\ 50 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,1 lb,,,,,2907,0,shopify,1,deny,manual,79.95,,TRUE,TRUE,0714360020751,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/fc055205__bat-guano-nitrogen-high.jpg?v=1766351244,1,D.T.EBat Guano 0 - 7 - 0\ 50,FALSE,D.T.EBat Guano 0 - 7 - 0\ 50,,lb,53.58,active
d-t-ebat-guano-0-7-0-50,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c44d567c__bat-guano-phosop-high.jpg?v=1766351246,2,D.T.EBat Guano 0 - 7 - 0\ 50,,,,,,
d-t-ebat-guano-0-7-0-50,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1941f858__guano_bags.jpg?v=1766351249,3,D.T.EBat Guano 0 - 7 - 0\ 50,,,,,,
d-t-eliquid-bonemeal-0-12-0-1qt,D.T.ELIQUID BONEMEAL 0-12-0 1QT,"D.T.ELIQUID BONEMEAL 0-12-0 1QT by dte is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",dte,,nutrients,"nutrients, nutrients, brand:dte",TRUE,Size,Quart,,,,,3019,0,shopify,7,deny,manual,13.99,,TRUE,TRUE,0714360130122,https://hmoonhydro.com/wp-content/uploads/2019/08/bone-meal.jpg,,D.T.ELIQUID BONEMEAL 0-12-0 1QT,FALSE,D.T.ELIQUID BONEMEAL 0-12-0 1QT,,lb,5.35,active
d-e-boss-reflector,D/E Boss Reflector,"D/E Boss Reflector by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,grow_lights,"lighting equipment, grow_lights, brand:Sunlight Supply inc.",TRUE,Size,medium,,,,,2691,11340,shopify,2,deny,manual,249.95,,TRUE,TRUE,0849969004168,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/7a5d9ddd__RHX-HGXXX8air-cool-reflector-2.jpg?v=1766351626,1,D/E Boss Reflector,FALSE,D/E Boss Reflector,,lb,149.95,active
d-e-boss-reflector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8970ab50__ug_superlarge_reflector.jpg?v=1766351629,2,D/E Boss Reflector,,,,,,
dayton-axial-fan,Dayton Axial Fan,"Dayton Axial Fan by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,irrigation,"environment control, catalog_index; irrigation, brand:EcoPlus",TRUE,Size,6 inch,,,,,693,0,shopify,2,deny,manual,81.08,,TRUE,TRUE,0691111734680,,,Dayton Axial Fan,FALSE,Dayton Axial Fan,,lb,29.95,active
dayton-power-cord,Dayton Power Cord,"Dayton Power Cord by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,electrical_supplies,"accessories, catalog_index; electrical_supplies, brand:H Moon Hydro",TRUE,Size,6 inch,,,,,695,0,shopify,2,deny,manual,5.82,,TRUE,TRUE,0691111022207,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/16c2aab0__240-Volt-Power-cord-8-ft.jpg?v=1766351152,1,Dayton Power Cord,FALSE,Dayton Power Cord,,lb,2.30,active
dayton-power-cord,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8e0d64a5__lamp-cord-black.psd-10-ft-power-exteded.jpg?v=1766351964,2,Dayton Power Cord,,,,,,
de-ceramic-hps,DE CERAMIC HPS,"DE CERAMIC HPS by Hortilux is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hortilux,,grow_lights,"bulbs, grow_lights, brand:Hortilux",TRUE,Size,1000W,,,,,1523,0,shopify,0,continue,manual,139.95,,TRUE,TRUE,0639125621113,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1f24ad18__Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-100x100_jpg.webp?v=1766352700,1,DE CERAMIC HPS,FALSE,DE CERAMIC HPS,,lb,72.00,active
de-ceramic-hps,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/21dc9358__Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-100x57_jpg.webp?v=1766352702,2,DE CERAMIC HPS,,,,,,
de-ceramic-hps,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/9a864f84__Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-200x114_jpg.webp?v=1766352705,3,DE CERAMIC HPS,,,,,,
de-ceramic-hps,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/505f1144__Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-324x246_jpg.webp?v=1766352707,4,DE CERAMIC HPS,,,,,,
de-ceramic-hps,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2409a5c8__Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers.jpg?v=1766352710,5,DE CERAMIC HPS,,,,,,
decision,Decision,<p>Decision is a specialized form of plant nutrition most commonly used as a standalone fertilizer to initiate rapid flower response and development during the transitional phase from vegetative to flowering growth.</p> <p> The formula comprising Decision’s chemistry also has a secondary use of ceasing prolific or excessive plant stretch or growth without the use of caustic plant growth regulators. </p> <p>Providing plants a strict diet of nothing but Decision will curtail plant frame building and increase reproductive site formation.</p>,Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:H Moon Hydro",TRUE,Size,Quart,,,,,hmh01446,2268,shopify,11,deny,manual,67.08,,TRUE,TRUE,0692222267545,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/20b9546e__DECISION-2017.jpg?v=1766351578,1,Decision,FALSE,Decision,Decision is a specialized form of plant nutrition most commonly used as a standalone fertilizer to initiate rapid flower response and development during the tra,lb,33.53,active
decision,,,,,,,TRUE,Size,Gallon,,,,,hmh01447,4536,shopify,13,deny,manual,203.88,,TRUE,TRUE,6922222605605,https://hmoonhydro.com/wp-content/uploads/2019/08/DECISION-2017.jpg,,,FALSE,,,lb,101.94,active
decision-2-5,Decision 2.5,"Decision 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, nutrients, brand:Nickel City Wholesale Garden Supply",TRUE,Size,Gallon,,,,,hmh01448,13608,shopify,3,deny,manual,402.00,,TRUE,TRUE,6899765111666,https://hmoonhydro.com/wp-content/uploads/2019/08/DECISION-2017.jpg,,Decision 2.5,FALSE,Decision 2.5,,lb,201.55,active
decision-2-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/20b9546e__DECISION-2017.jpg?v=1766351578,2,Decision 2.5,,,,,,
decision-2-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/7e7f838d__decision.jpg?v=1766351581,3,Decision 2.5,,,,,,
demeter-s-destiny,Demeter's Destiny,"<p>Many production problems originate with too much nitrogen and potassium and not enough available calcium and phosphate. Calcium is the “queen-king” of all nutrients, aiding enzymatic action, feeding soil microbes, improving nutrient availability and cell wall integrity, encouraging solid stem growth (vs. hollow in a calcium-deficient situation) and preventing stem breakage. Calcium promotes smooth, sweet, aromatic produce, and generally leads to healthier, more vigorous growth and increased pest and disease resistance.</p> <p>Demeter’s Destiny is Nectar for the Gods’ answer to calcium-delivered-magnesium, correcting and preventing deficiencies. This special blend of different calcium sources offers microbes and root systems balanced forms of calcium and magnesium. Chelated calcium phosphate helps to carry all nutrients into the plant except for nitrogen and potassium, including magnesium. Most fertilizers deliver magnesium via a nitrate. Demeter’s Destiny is the first product of its kind to deliver magnesium via calcium, which means magnesium is more accessible to your plant, and less likely to be locked out.</p> <p>Also known as Liquid Calcium by Harvest Moon.</p>",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:Nectar",TRUE,Size,Quart,,,,,hmh01387,2268,shopify,10,deny,manual,19.55,,TRUE,TRUE,0812863010337,https://hmoonhydro.com/wp-content/uploads/2019/08/DEMETER.jpg,1,Demeter's Destiny,FALSE,Demeter's Destiny,Many production problems originate with too much nitrogen and potassium and not enough available calcium and phosphate. Calcium is the “queen-king” of all nutri,lb,10.00,active
demeter-s-destiny,,,,,,,TRUE,Size,Gallon,,,,,hmh01388,5443,shopify,2,deny,manual,58.65,,TRUE,TRUE,0812863010344,,,,FALSE,,,lb,30.00,active
deuce-deuce,Deuce Deuce,"Deuce Deuce by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, nutrients, brand:Nickel City Wholesale Garden Supply",TRUE,Size,Quart,,,,,540,0,shopify,18,deny,manual,19.55,,TRUE,TRUE,0837654466261,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro-deuce.jpg,,Deuce Deuce,FALSE,Deuce Deuce,,lb,0.55,active
deuce-deuce,,,,,,,TRUE,Size,Gallon,,,,,541,0,shopify,0,deny,manual,68.43,,TRUE,TRUE,0837654466278,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro-deuce.jpg,,,FALSE,,,lb,0.55,active
deuce-deuce,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/da15f7b1__hydro-deuce.jpg?v=1766351914,2,Deuce Deuce,,,,,,
deuce-deuce,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2b78ae0a__humboldt_bigup.jpg?v=1766351840,3,Deuce Deuce,,,,,,
deuce-deuce,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c226d933__humboldt_bloom.jpg?v=1766351843,4,Deuce Deuce,,,,,,
deuce-deuce,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/14de793d__humboldt_bloom_natural.jpg?v=1766351872,5,Deuce Deuce,,,,,,
diamond-black,Diamond Black,"Diamond Black is derived from 100% pure mined Leonardite, a naturally occurring form of carbon drawn from prehistoric peat bogs. Containing an exceptionally high percentage of plant-active humates, Diamond Black supports benefi cial microbial activity in soils and increases micronutrient availability. Diamond Black can be added to all kinds of garden soils and potting mixes, and used with a wide variety of plants during all phases of growth.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:Humboldt",TRUE,Size,Quart,,,,,274,0,shopify,16,deny,manual,16.98,,TRUE,TRUE,0793094053624,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/5acd28b7__DiamondBlackbottle.jpg?v=1766351586,1,Diamond Black,FALSE,Diamond Black,"Diamond Black is derived from 100% pure mined Leonardite, a naturally occurring form of carbon drawn from prehistoric peat bogs. Containing an exceptionally hig",lb,7.91,active
diamond-black,,,,,,,TRUE,Size,Gallon,,,,,275,0,shopify,1,deny,manual,52.95,,TRUE,TRUE,0793094053631,https://hmoonhydro.com/wp-content/uploads/2019/08/DiamondBlackbottle.jpg,,,FALSE,,,lb,22.68,active
diamond-black-1,Diamond Black 1,"Diamond Black 1 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"catalog_index; nutrients, brand:Humboldt",TRUE,Size,Quart,,,,,hmh00255,1361,shopify,0,continue,manual,16.98,,TRUE,TRUE,0793094053624,https://hmoonhydro.com/wp-content/uploads/2019/08/DiamondBlackbottle.jpg,,Diamond Black 1,FALSE,Diamond Black 1,,lb,7.91,active
diamond-black-1,,,,,,,TRUE,Size,Gallon,,,,,hmh00256,5443,shopify,0,continue,manual,52.30,,TRUE,TRUE,0793094053624,https://hmoonhydro.com/wp-content/uploads/2019/08/DiamondBlackbottle.jpg,,,FALSE,,,lb,7.91,active
