handle,title,issue_type,severity,field,current_value,suggested_action
agrowlyte-stop-pm-5-gallon,Agrowlyte Stop PM 5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
athena-ipm-32-oz,Athena IPM 32 oz.,missing_description,minor,description,,Add product description
athena-ipm-32-oz,Athena IPM 32 oz.,missing_sku,info,sku,,Will be auto-generated if needed
athena-pro-core-10-lb,Athena Pro Core 10 lb.,missing_description,minor,description,,Add product description
athena-pro-core-10-lb,Athena Pro Core 10 lb.,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-bio-nrg-growth-c-1l,B'Cuzz BIO-NRG Growth-C 1L,missing_description,minor,description,,Add product description
bcuzz-bio-nrg-growth-c-1l,B'Cuzz BIO-NRG Growth-C 1L,missing_sku,info,sku,,Will be auto-generated if needed
b-52-vitamin-1-lt,B-52 Vitamin (1 lt),missing_description,minor,description,,Add product description
b-52-vitamin-1-lt,B-52 Vitamin (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-bio-nrg-flavor-c-1l,B'Cuzz BIO-NRG Flavor-C 1L,missing_description,minor,description,,Add product description
bcuzz-bio-nrg-flavor-c-1l,B'Cuzz BIO-NRG Flavor-C 1L,missing_sku,info,sku,,Will be auto-generated if needed
autumn-2-5-gallon,Autumn 2.5 Gallon,missing_images,minor,images,,Add product images
autumn-2-5-gallon,Autumn 2.5 Gallon,missing_description,minor,description,,Add product description
autumn-2-5-gallon,Autumn 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
5-gal-9-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
5-gal-9-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",missing_description,minor,description,,Add product description
5-gal-9-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",missing_sku,info,sku,,Will be auto-generated if needed
5-gallon-electric-washing-machine-w-220-micro-bag,5 Gallon Electric Washing Machine w/220 micro bag,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
5-gallon-electric-washing-machine-w-220-micro-bag,5 Gallon Electric Washing Machine w/220 micro bag,missing_description,minor,description,,Add product description
5-gallon-electric-washing-machine-w-220-micro-bag,5 Gallon Electric Washing Machine w/220 micro bag,missing_sku,info,sku,,Will be auto-generated if needed
5-gal-4-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
5-gal-4-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",missing_description,minor,description,,Add product description
5-gal-4-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",missing_sku,info,sku,,Will be auto-generated if needed
5-gallon-3-bag-kit,5 gallon /3 Bag Kit,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
5-gallon-3-bag-kit,5 gallon /3 Bag Kit,missing_images,minor,images,,Add product images
5-gallon-3-bag-kit,5 gallon /3 Bag Kit,missing_description,minor,description,,Add product description
5-gallon-3-bag-kit,5 gallon /3 Bag Kit,missing_sku,info,sku,,Will be auto-generated if needed
flora-series,Flora Series,missing_price,major,price,,Add price from inventory or set draft status
flora-series,Flora Series,missing_images,minor,images,,Add product images
flora-series,Flora Series,missing_description,minor,description,,Add product description
flora-series,Flora Series,missing_sku,info,sku,,Will be auto-generated if needed
floranova-series,FloraNova Series,missing_price,major,price,,Add price from inventory or set draft status
floranova-series,FloraNova Series,missing_images,minor,images,,Add product images
floranova-series,FloraNova Series,missing_description,minor,description,,Add product description
floranova-series,FloraNova Series,missing_sku,info,sku,,Will be auto-generated if needed
maxi-series,Maxi Series,missing_price,major,price,,Add price from inventory or set draft status
maxi-series,Maxi Series,missing_images,minor,images,,Add product images
maxi-series,Maxi Series,missing_description,minor,description,,Add product description
maxi-series,Maxi Series,missing_sku,info,sku,,Will be auto-generated if needed
biobud,BioBud,missing_price,major,price,,Add price from inventory or set draft status
biobud,BioBud,missing_images,minor,images,,Add product images
biobud,BioBud,missing_description,minor,description,,Add product description
biobud,BioBud,missing_sku,info,sku,,Will be auto-generated if needed
biomarine,BioMarine,missing_price,major,price,,Add price from inventory or set draft status
biomarine,BioMarine,missing_images,minor,images,,Add product images
biomarine,BioMarine,missing_description,minor,description,,Add product description
biomarine,BioMarine,missing_sku,info,sku,,Will be auto-generated if needed
bioweed,BioWeed,missing_price,major,price,,Add price from inventory or set draft status
bioweed,BioWeed,missing_images,minor,images,,Add product images
bioweed,BioWeed,missing_description,minor,description,,Add product description
bioweed,BioWeed,missing_sku,info,sku,,Will be auto-generated if needed
diamond-black,Diamond Black,missing_price,major,price,,Add price from inventory or set draft status
diamond-black,Diamond Black,missing_images,minor,images,,Add product images
diamond-black,Diamond Black,missing_description,minor,description,,Add product description
diamond-black,Diamond Black,missing_sku,info,sku,,Will be auto-generated if needed
floraduo-complete,FloraDuo Complete,missing_price,major,price,,Add price from inventory or set draft status
floraduo-complete,FloraDuo Complete,missing_images,minor,images,,Add product images
floraduo-complete,FloraDuo Complete,missing_description,minor,description,,Add product description
floraduo-complete,FloraDuo Complete,missing_sku,info,sku,,Will be auto-generated if needed
our unique fermentation process creates a potent blend of phytostimulants and biometabolic precursors that enables Floralicious to bring out your plants full genetic potential. Floralicious augments metabolic activity in the root zone,marine plants,missing_price,major,price,,Add price from inventory or set draft status
our unique fermentation process creates a potent blend of phytostimulants and biometabolic precursors that enables Floralicious to bring out your plants full genetic potential. Floralicious augments metabolic activity in the root zone,marine plants,missing_images,minor,images,,Add product images
our unique fermentation process creates a potent blend of phytostimulants and biometabolic precursors that enables Floralicious to bring out your plants full genetic potential. Floralicious augments metabolic activity in the root zone,marine plants,missing_description,minor,description,,Add product description
our unique fermentation process creates a potent blend of phytostimulants and biometabolic precursors that enables Floralicious to bring out your plants full genetic potential. Floralicious augments metabolic activity in the root zone,marine plants,missing_sku,info,sku,,Will be auto-generated if needed
koolbloom,KoolBloom,missing_price,major,price,,Add price from inventory or set draft status
koolbloom,KoolBloom,missing_images,minor,images,,Add product images
koolbloom,KoolBloom,missing_description,minor,description,,Add product description
koolbloom,KoolBloom,missing_sku,info,sku,,Will be auto-generated if needed
Dataset:[],"in cloning machines add directly to water cutting / seed start through early part of flowering cycle (2.5ml) per gallon aggressive feeding / (1 ml) per gallon moderate application.,,2019-09-03 19:20:40,product,rapid-start,https://hmoonhydro.com/product/rapid-start/,General Hydroponics,,Nutrients &amp; Supplements > General Hydroponics",missing_price,major,price,,Add price from inventory or set draft status
Dataset:[],"in cloning machines add directly to water cutting / seed start through early part of flowering cycle (2.5ml) per gallon aggressive feeding / (1 ml) per gallon moderate application.,,2019-09-03 19:20:40,product,rapid-start,https://hmoonhydro.com/product/rapid-start/,General Hydroponics,,Nutrients &amp; Supplements > General Hydroponics",missing_images,minor,images,,Add product images
Dataset:[],"in cloning machines add directly to water cutting / seed start through early part of flowering cycle (2.5ml) per gallon aggressive feeding / (1 ml) per gallon moderate application.,,2019-09-03 19:20:40,product,rapid-start,https://hmoonhydro.com/product/rapid-start/,General Hydroponics,,Nutrients &amp; Supplements > General Hydroponics",missing_description,minor,description,,Add product description
Dataset:[],"in cloning machines add directly to water cutting / seed start through early part of flowering cycle (2.5ml) per gallon aggressive feeding / (1 ml) per gallon moderate application.,,2019-09-03 19:20:40,product,rapid-start,https://hmoonhydro.com/product/rapid-start/,General Hydroponics,,Nutrients &amp; Supplements > General Hydroponics",missing_sku,info,sku,,Will be auto-generated if needed
subculture-b-200gm-bag,SubCulture B 200gm. Bag,missing_description,minor,description,,Add product description
subculture-b-200gm-bag,SubCulture B 200gm. Bag,missing_sku,info,sku,,Will be auto-generated if needed
subculture-m-200gm-bag,SubCulture M 200gm. Bag,missing_description,minor,description,,Add product description
subculture-m-200gm-bag,SubCulture M 200gm. Bag,missing_sku,info,sku,,Will be auto-generated if needed
general-organics-starter-box,General Organics Starter Box,missing_images,minor,images,,Add product images
general-organics-starter-box,General Organics Starter Box,missing_description,minor,description,,Add product description
general-organics-starter-box,General Organics Starter Box,missing_sku,info,sku,,Will be auto-generated if needed
blossom-builder-tabzz,Blossom Builder Tabzz,missing_price,major,price,,Add price from inventory or set draft status
blossom-builder-tabzz,Blossom Builder Tabzz,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
blossom-builder-tabzz,Blossom Builder Tabzz,missing_images,minor,images,,Add product images
blossom-builder-tabzz,Blossom Builder Tabzz,missing_description,minor,description,,Add product description
blossom-builder-tabzz,Blossom Builder Tabzz,missing_sku,info,sku,,Will be auto-generated if needed
royal-gold,Royal Gold,missing_price,major,price,,Add price from inventory or set draft status
royal-gold,Royal Gold,missing_images,minor,images,,Add product images
royal-gold,Royal Gold,missing_description,minor,description,,Add product description
royal-gold,Royal Gold,missing_sku,info,sku,,Will be auto-generated if needed
double-super-b-extra-strength,Double Super B+ Extra Strength,missing_price,major,price,,Add price from inventory or set draft status
double-super-b-extra-strength,Double Super B+ Extra Strength,missing_images,minor,images,,Add product images
double-super-b-extra-strength,Double Super B+ Extra Strength,missing_description,minor,description,,Add product description
double-super-b-extra-strength,Double Super B+ Extra Strength,missing_sku,info,sku,,Will be auto-generated if needed
Iron DPTA,Cobalt Nitrate,missing_price,major,price,,Add price from inventory or set draft status
Iron DPTA,Cobalt Nitrate,missing_images,minor,images,,Add product images
Iron DPTA,Cobalt Nitrate,missing_description,minor,description,,Add product description
Iron DPTA,Cobalt Nitrate,missing_sku,info,sku,,Will be auto-generated if needed
Potassium Nitrate,Magnesium Phosphate,missing_price,major,price,,Add price from inventory or set draft status
Potassium Nitrate,Magnesium Phosphate,missing_images,minor,images,,Add product images
Potassium Nitrate,Magnesium Phosphate,missing_description,minor,description,,Add product description
Potassium Nitrate,Magnesium Phosphate,missing_sku,info,sku,,Will be auto-generated if needed
dueceduece,DueceDuece,missing_price,major,price,,Add price from inventory or set draft status
dueceduece,DueceDuece,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
dueceduece,DueceDuece,missing_images,minor,images,,Add product images
dueceduece,DueceDuece,missing_description,minor,description,,Add product description
dueceduece,DueceDuece,missing_sku,info,sku,,Will be auto-generated if needed
hydro-deuce,Hydro-Deuce,missing_price,major,price,,Add price from inventory or set draft status
hydro-deuce,Hydro-Deuce,missing_images,minor,images,,Add product images
hydro-deuce,Hydro-Deuce,missing_description,minor,description,,Add product description
hydro-deuce,Hydro-Deuce,missing_sku,info,sku,,Will be auto-generated if needed
royal-flush,Royal Flush,missing_price,major,price,,Add price from inventory or set draft status
royal-flush,Royal Flush,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
royal-flush,Royal Flush,missing_images,minor,images,,Add product images
royal-flush,Royal Flush,missing_description,minor,description,,Add product description
royal-flush,Royal Flush,missing_sku,info,sku,,Will be auto-generated if needed
customGraphs:[],the Humboldt Nutrients teams of agronomists and chemists have created Ginormous (0-18-16),missing_price,major,price,,Add price from inventory or set draft status
customGraphs:[],the Humboldt Nutrients teams of agronomists and chemists have created Ginormous (0-18-16),missing_images,minor,images,,Add product images
customGraphs:[],the Humboldt Nutrients teams of agronomists and chemists have created Ginormous (0-18-16),missing_description,minor,description,,Add product description
customGraphs:[],the Humboldt Nutrients teams of agronomists and chemists have created Ginormous (0-18-16),missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural,Bloom Natural,missing_price,major,price,,Add price from inventory or set draft status
bloom-natural,Bloom Natural,missing_images,minor,images,,Add product images
bloom-natural,Bloom Natural,missing_description,minor,description,,Add product description
bloom-natural,Bloom Natural,missing_sku,info,sku,,Will be auto-generated if needed
verde-growth-catalyst,Verde Growth Catalyst,missing_price,major,price,,Add price from inventory or set draft status
verde-growth-catalyst,Verde Growth Catalyst,missing_images,minor,images,,Add product images
verde-growth-catalyst,Verde Growth Catalyst,missing_description,minor,description,,Add product description
verde-growth-catalyst,Verde Growth Catalyst,missing_sku,info,sku,,Will be auto-generated if needed
humboldt-roots,Humboldt Roots,missing_price,major,price,,Add price from inventory or set draft status
humboldt-roots,Humboldt Roots,missing_images,minor,images,,Add product images
humboldt-roots,Humboldt Roots,missing_description,minor,description,,Add product description
humboldt-roots,Humboldt Roots,missing_sku,info,sku,,Will be auto-generated if needed
all-purpose-feeder-packs-20-ct,All-Purpose feeder packs.- 20 ct.,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
all-purpose-feeder-packs-20-ct,All-Purpose feeder packs.- 20 ct.,missing_description,minor,description,,Add product description
all-purpose-feeder-packs-20-ct,All-Purpose feeder packs.- 20 ct.,missing_sku,info,sku,,Will be auto-generated if needed
organic-feeder-packs-20-ct,Organic Feeder packs - 20 ct.,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
organic-feeder-packs-20-ct,Organic Feeder packs - 20 ct.,missing_description,minor,description,,Add product description
